SpecCode,Genus,Species,Length,Weight,Vulnerability,BodyShapeI,DemersPelag,Fresh,Brack,Saltwater,predicted_length,prediction_error
67299,Aborichthys,Aborichthys cataracta,9.26000022888184,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,1.0954928934921107
24516,Aborichthys,Aborichthys elongatus,7.40000009536743,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,0.764507240022299
24517,Aborichthys,Aborichthys garoensis,8.94999980926514,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,0.7854924738754114
70563,Aborichthys,Aborichthys iphipaniensis,12.5299997329712,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,4.3654923975814715
70275,Aborichthys,Aborichthys kailashi,11.3000001907349,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,3.1354928553451717
24523,Aborichthys,Aborichthys kempi,8.10000038146973,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,0.06450695391999872
70274,Aborichthys,Aborichthys palinensis,10.1999998092651,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,2.0354924738753706
70276,Aborichthys,Aborichthys pangensis,6.19999980926514,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,1.9645075261245886
24524,Aborichthys,Aborichthys tikaderi,10.8999996185303,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,2.7354922831405712
67300,Aborichthys,Aborichthys verticauda,7.75,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,0.41450733538972884
67609,Aborichthys,Aborichthys waikhomi,6.80000019073486,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,1.364507144654869
268,Abramis,Abramis brama,82.0,6010.0,61.85,fusiform / normal,benthopelagic,1,1,0,111.72650037952738,29.72650037952738
14737,Abramites,Abramites eques,18.5,151.0,12.57,fusiform / normal,pelagic,1,0,0,9.492643159329042,9.007356840670958
10768,Abramites,Abramites hypselonotus,14.0,46243.1966134866,10.0,fusiform / normal,pelagic,1,0,0,8.164507335389729,5.835492664610271
6652,Abudefduf,Abudefduf abdominalis,30.0,46243.1966134866,20.0,short and / or deep,reef-associated,0,0,1,27.781426384158685,2.218573615841315
6517,Abudefduf,Abudefduf bengalensis,17.0,46243.1966134866,10.0,short and / or deep,reef-associated,0,0,1,8.941599172188589,8.058400827811411
11793,Abudefduf,Abudefduf concolor,19.0,46243.1966134866,10.0,short and / or deep,reef-associated,0,0,1,8.941599172188589,10.058400827811411
55476,Abudefduf,Abudefduf conformis,13.1000003814697,46243.1966134866,10.0,fusiform / normal,reef-associated,0,0,1,8.941599172188589,4.158401209281111
55868,Abudefduf,Abudefduf declivifrons,18.0,46243.1966134866,11.96,short and / or deep,reef-associated,0,0,1,12.634205305734731,5.365794694265269
11811,Abudefduf,Abudefduf hoefleri,20.0,46243.1966134866,10.0,short and / or deep,reef-associated,0,0,1,8.941599172188589,11.058400827811411
5685,Abudefduf,Abudefduf lorenzi,18.0,46243.1966134866,10.0,short and / or deep,reef-associated,0,0,1,8.941599172188589,9.058400827811411
11823,Abudefduf,Abudefduf margariteus,16.0,46243.1966134866,10.0,short and / or deep,reef-associated,0,0,1,8.941599172188589,7.058400827811411
11825,Abudefduf,Abudefduf natalensis,17.0,46243.1966134866,10.0,short and / or deep,reef-associated,0,0,1,8.941599172188589,8.058400827811411
69265,Abudefduf,Abudefduf nigrimargo,9.1899995803833,46243.1966134866,10.0,short and / or deep,reef-associated,0,0,1,8.941599172188589,0.24840040819471199
5686,Abudefduf,Abudefduf notatus,17.0,46243.1966134866,10.0,short and / or deep,reef-associated,0,0,1,8.941599172188589,8.058400827811411
1119,Abudefduf,Abudefduf saxatilis,22.8999996185303,200.0,12.9,short and / or deep,reef-associated,0,0,1,10.895184661524716,12.004814957005582
5687,Abudefduf,Abudefduf septemfasciatus,23.0,46243.1966134866,13.0,short and / or deep,reef-associated,0,0,1,14.593547335779618,8.406452664220382
5688,Abudefduf,Abudefduf sexfasciatus,19.0,46243.1966134866,10.0,short and / or deep,reef-associated,0,0,1,8.941599172188589,10.058400827811411
5689,Abudefduf,Abudefduf sordidus,24.0,46243.1966134866,14.0,short and / or deep,reef-associated,0,1,1,25.422075560114102,1.4220755601141022
8018,Abudefduf,Abudefduf sparoides,16.0,46243.1966134866,10.0,short and / or deep,reef-associated,0,0,1,8.941599172188589,7.058400827811411
1120,Abudefduf,Abudefduf taurus,25.0,46243.1966134866,15.0,short and / or deep,reef-associated,0,0,1,18.36151277817364,6.6384872218263595
8245,Abudefduf,Abudefduf troschelii,20.0,46243.1966134866,10.0,short and / or deep,reef-associated,0,0,1,8.941599172188589,11.058400827811411
6630,Abudefduf,Abudefduf vaigiensis,20.0,46243.1966134866,15.82,short and / or deep,reef-associated,0,0,1,19.90637860955519,0.09362139044480955
9626,Abudefduf,Abudefduf whitleyi,14.0,46243.1966134866,10.0,short and / or deep,reef-associated,0,0,1,8.941599172188589,5.058400827811411
63844,Abyssoberyx,Abyssoberyx levisquamosus,16.7999992370605,46243.1966134866,10.5,fusiform / normal,bathypelagic,0,0,1,9.883590532787096,6.916408704273405
17075,Abyssobrotula,Abyssobrotula galatheae,16.5,46243.1966134866,10.13,elongated,bathypelagic,0,0,1,9.186516925944204,7.313483074055796
70322,Abyssobrotula,Abyssobrotula hadropercularis,14.8999996185303,46243.1966134866,14.4,elongated,bathypelagic,0,0,1,17.231123145455435,2.3311235269251345
48039,Abyssocottus,Abyssocottus elochini,7.69999980926514,46243.1966134866,10.0,fusiform / normal,bathydemersal,1,0,0,8.164507335389729,0.46450752612458857
70423,Abyssocottus,Abyssocottus fuscus,13.5,25.0,10.0,fusiform / normal,bathydemersal,1,0,0,4.6412023353909575,8.858797664609042
48040,Abyssocottus,Abyssocottus gibbosus,14.0,46243.1966134866,10.0,fusiform / normal,bathydemersal,1,0,0,8.164507335389729,5.835492664610271
47208,Abyssocottus,Abyssocottus korotneffi,13.5,25.0,10.0,fusiform / normal,bathydemersal,1,0,0,4.6412023353909575,8.858797664609042
70424,Abyssocottus,Abyssocottus pumilus,6.0,2.0,10.0,fusiform / normal,bathydemersal,1,0,0,4.639448999671746,1.360551000328254
70422,Abyssocottus,Abyssocottus subulatus,14.0,50.0,10.0,fusiform / normal,bathydemersal,1,0,0,4.643108135085754,9.356891864914246
14532,Acanthaluteres,Acanthaluteres brownii,55.0,46243.1966134866,42.0,short and / or deep,reef-associated,0,0,1,69.22904625049291,14.229046250492914
51356,Acanthaluteres,Acanthaluteres spilomelanurus,14.0,46243.1966134866,10.0,short and / or deep,demersal,0,1,1,17.886144675326065,3.886144675326065
14550,Acanthaluteres,Acanthaluteres vittiger,35.0,46243.1966134866,25.0,short and / or deep,demersal,0,0,1,37.20133999014374,2.2013399901437367
56310,Acanthanectes,Acanthanectes hystrix,3.5,46243.1966134866,10.0,fusiform / normal,demersal,0,0,1,8.941599172188589,5.441599172188589
56311,Acanthanectes,Acanthanectes rufus,3.54999995231628,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,5.391599219872308
12559,Acanthaphritis,Acanthaphritis barbata,10.0,46243.1966134866,10.0,elongated,demersal,0,0,1,8.941599172188589,1.0584008278114112
59262,Acanthaphritis,Acanthaphritis grandisquamis,28.1334592486221,46243.1966134866,10.0,elongated,demersal,0,0,1,8.941599172188589,19.19186007643351
59416,Acanthaphritis,Acanthaphritis ozawai,10.8000001907349,46243.1966134866,10.0,elongated,demersal,0,0,1,8.941599172188589,1.8584010185463118
59263,Acanthaphritis,Acanthaphritis unoorum,28.1334592486221,46243.1966134866,10.0,elongated,demersal,0,0,1,8.941599172188589,19.19186007643351
3357,Acantharchus,Acantharchus pomotis,21.0,46243.1966134866,11.0,fusiform / normal,demersal,1,0,0,10.04849005658674,10.95150994341326
70292,Acanthemblemaria,Acanthemblemaria aceroi,4.07999992370605,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,4.8615992484825385
3708,Acanthemblemaria,Acanthemblemaria aspera,4.0,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,4.941599172188589
60573,Acanthemblemaria,Acanthemblemaria atrata,3.20000004768372,46243.1966134866,10.0,elongated,demersal,0,0,1,8.941599172188589,5.741599124504869
46703,Acanthemblemaria,Acanthemblemaria balanorum,5.19000005722046,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,3.751599114968129
47263,Acanthemblemaria,Acanthemblemaria betinensis,4.30000019073486,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,4.641598981453729
25510,Acanthemblemaria,Acanthemblemaria castroi,6.0,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,2.941599172188589
3709,Acanthemblemaria,Acanthemblemaria chaplini,4.5,46243.1966134866,10.0,elongated,demersal,0,0,1,8.941599172188589,4.441599172188589
46704,Acanthemblemaria,Acanthemblemaria crockeri,6.0,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,2.941599172188589
46709,Acanthemblemaria,Acanthemblemaria exilispinus,5.5,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,3.441599172188589
47265,Acanthemblemaria,Acanthemblemaria greenfieldi,3.59999990463257,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,5.341599267556019
46714,Acanthemblemaria,Acanthemblemaria hancocki,4.5,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,4.441599172188589
60576,Acanthemblemaria,Acanthemblemaria harpeza,28.1334592486221,46243.1966134866,10.0,Elongated,demersal,0,0,1,8.941599172188589,19.19186007643351
65600,Acanthemblemaria,Acanthemblemaria hastingsi,5.09999990463257,46243.1966134866,10.0,elongated,demersal,0,0,1,8.941599172188589,3.8415992675560187
55035,Acanthemblemaria,Acanthemblemaria johnsoni,3.5,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,5.441599172188589
46717,Acanthemblemaria,Acanthemblemaria macrospilus,6.0,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,2.941599172188589
60574,Acanthemblemaria,Acanthemblemaria mangognatha,3.08999991416931,46243.1966134866,10.0,elongated,demersal,0,0,1,8.941599172188589,5.851599258019279
16485,Acanthemblemaria,Acanthemblemaria maria,5.09999990463257,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,3.8415992675560187
27905,Acanthemblemaria,Acanthemblemaria medusa,4.0,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,4.941599172188589
54806,Acanthemblemaria,Acanthemblemaria paula,1.79999995231628,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,7.141599219872309
47268,Acanthemblemaria,Acanthemblemaria rivasi,3.0,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,5.941599172188589
16486,Acanthemblemaria,Acanthemblemaria spinosa,3.09999990463257,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,5.841599267556019
46725,Acanthemblemaria,Acanthemblemaria stephensi,5.0,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,3.941599172188589
50683,Acanthicus,Acanthicus adonis,20.6000003814697,46243.1966134866,15.13,elongated,demersal,1,0,0,17.82933869513039,2.770661686339313
13268,Acanthicus,Acanthicus hystrix,53.0,46243.1966134866,45.86,elongated,demersal,1,0,0,75.7241277175145,22.724127717514506
351,Acanthistius,Acanthistius brasilianus,60.0,46243.1966134866,44.0,fusiform / normal,benthopelagic,0,1,1,81.9415571960244,21.941557196024405
12690,Acanthistius,Acanthistius cinctus,50.0,46243.1966134866,40.0,fusiform / normal,reef-associated,0,0,1,65.46108080809888,15.461080808098885
59850,Acanthistius,Acanthistius fuscus,40.0,46243.1966134866,30.0,fusiform / normal,pelagic-neritic,0,0,1,46.62125359612879,6.621253596128788
65330,Acanthistius,Acanthistius joanae,14.0,46243.1966134866,10.0,fusiform / normal,pelagic-neritic,0,0,1,8.941599172188589,5.058400827811411
15036,Acanthistius,Acanthistius ocellatus,45.0,46243.1966134866,35.0,fusiform / normal,reef-associated,0,0,1,56.04116720211384,11.04116720211384
15038,Acanthistius,Acanthistius pardalotus,37.0,46243.1966134866,35.14,fusiform / normal,reef-associated,0,0,1,56.30492478308142,19.304924783081418
50141,Acanthistius,Acanthistius patachonicus,31.0,46243.1966134866,27.82,fusiform / normal,demersal,0,0,1,42.5141712639193,11.514171263919302
15040,Acanthistius,Acanthistius paxtoni,25.7999992370605,46243.1966134866,21.48,fusiform / normal,reef-associated,0,0,1,30.56972081153026,4.769721574469759
57960,Acanthistius,Acanthistius pictus,47.0,1862.0,37.0,short and / or deep,reef-associated,0,0,1,56.42586580608264,9.42586580608264
7920,Acanthistius,Acanthistius sebastoides,35.0,46243.1966134866,25.0,fusiform / normal,demersal,0,0,1,37.20133999014374,2.2013399901437367
15042,Acanthistius,Acanthistius serratus,50.0,46243.1966134866,40.0,fusiform / normal,reef-associated,0,0,1,65.46108080809888,15.461080808098885
52601,Acanthobrama,Acanthobrama centisquama,20.2000007629395,46243.1966134866,14.64,Elongated,benthopelagic,1,1,0,25.850732664881335,5.650731901941835
61854,Acanthobrama,Acanthobrama hadiyahensis,28.1334592486221,46243.1966134866,10.0,Elongated,benthopelagic,1,0,0,8.164507335389729,19.96895191323237
4515,Acanthobrama,Acanthobrama lissneri,12.0,46243.1966134866,10.0,fusiform / normal,benthopelagic,1,0,0,8.164507335389729,3.835492664610271
52603,Acanthobrama,Acanthobrama marmid,29.0,46243.1966134866,19.0,fusiform / normal,benthopelagic,1,1,0,34.064897329300294,5.064897329300294
48174,Acanthobrama,Acanthobrama microlepis,25.0,46243.1966134866,15.0,fusiform / normal,benthopelagic,1,0,0,17.58442094137478,7.4155790586252195
67574,Acanthobrama,Acanthobrama orontis,17.6000003814697,57.3800010681152,10.0,Elongated,benthopelagic,1,0,0,4.64367072723708,12.956329654232622
55292,Acanthobrama,Acanthobrama persidis,9.69999980926514,46243.1966134866,10.0,fusiform / normal,benthopelagic,1,0,0,8.164507335389729,1.5354924738754114
26480,Acanthobrama,Acanthobrama telavivensis,11.0,46243.1966134866,10.0,fusiform / normal,benthopelagic,1,0,0,8.164507335389729,2.835492664610271
67573,Acanthobrama,Acanthobrama thisbeae,26.0499992370605,203.889999389648,16.05,fusiform / normal,benthopelagic,1,0,0,16.052934938882416,9.997064298178085
55147,Acanthobrama,Acanthobrama tricolor,28.1334592486221,46243.1966134866,10.0,Elongated,benthopelagic,1,0,0,8.164507335389729,19.96895191323237
55146,Acanthobrama,Acanthobrama urmianus,28.1334592486221,46243.1966134866,10.0,Elongated,benthopelagic,1,0,0,8.164507335389729,19.96895191323237
48998,Acanthobunocephalus,Acanthobunocephalus nicoi,1.97000002861023,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,6.194507306779499
70147,Acanthobunocephalus,Acanthobunocephalus scruggsi,2.21000003814697,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,5.954507297242759
10354,Acanthocepola,Acanthocepola abbreviata,30.0,46243.1966134866,20.0,elongated,benthopelagic,0,0,1,27.781426384158685,2.218573615841315
9216,Acanthocepola,Acanthocepola indica,55.0,46243.1966134866,42.0,eel-like,benthopelagic,0,0,1,69.22904625049291,14.229046250492914
9215,Acanthocepola,Acanthocepola krusensternii,40.0,46243.1966134866,30.0,elongated,demersal,0,1,1,55.56579909926627,15.565799099266272
9214,Acanthocepola,Acanthocepola limbata,50.0,46243.1966134866,40.0,elongated,demersal,0,0,1,65.46108080809888,15.461080808098885
9046,Acanthochaenus,Acanthochaenus luetkenii,15.1999998092651,46243.1966134866,28.55,fusiform / normal,benthopelagic,0,0,1,43.88947865039312,28.68947884112802
51803,Acanthocharax,Acanthocharax microlepis,8.5,46243.1966134866,10.0,elongated,pelagic,1,0,0,8.164507335389729,0.33549266461027116
6655,Acanthochromis,Acanthochromis polyacanthus,16.0,46243.1966134866,13.33,short and / or deep,reef-associated,0,0,1,15.215261633774638,0.784738366225362
9474,Acanthocleithron,Acanthocleithron chapini,5.5,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,2.664507335389729
12865,Acanthoclinus,Acanthoclinus fuscus,30.0,46243.1966134866,20.0,elongated,demersal,0,1,1,36.72597188729616,6.725971887296161
49224,Acanthoclinus,Acanthoclinus littoreus,20.0,46243.1966134866,10.0,elongated,demersal,0,0,1,8.941599172188589,11.058400827811411
46323,Acanthoclinus,Acanthoclinus marilynae,17.0,46243.1966134866,10.0,elongated,demersal,0,0,1,8.941599172188589,8.058400827811411
47430,Acanthoclinus,Acanthoclinus matti,28.1334592486221,46243.1966134866,10.0,elongated,reef-associated,0,0,1,8.941599172188589,19.19186007643351
46322,Acanthoclinus,Acanthoclinus rua,11.5,46243.1966134866,10.0,elongated,demersal,0,0,1,8.941599172188589,2.558400827811411
12256,Acanthocobitis,Acanthocobitis botia,14.8699998855591,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,6.705492550169371
24577,Acanthocobitis,Acanthocobitis mooreh,4.40000009536743,46243.1966134866,10.0,Elongated,benthopelagic,1,0,0,8.164507335389729,3.764507240022299
24585,Acanthocobitis,Acanthocobitis pavonacea,8.0,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,0.16450733538972884
66575,Acanthocobitis,Acanthocobitis pictilis,28.1334592486221,46243.1966134866,10.0,Elongated,demersal,1,0,0,8.164507335389729,19.96895191323237
24604,Acanthocobitis,Acanthocobitis rubidipinnis,10.0,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,1.8354926646102712
10378,Acanthocobitis,Acanthocobitis urophthalmus,4.0,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,4.164507335389729
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
89,Acanthocybium,Acanthocybium solandri,250.0,83000.0,46.13,elongated,pelagic-oceanic,0,0,1,79.8119390760632,170.1880609239368
47599,Acanthodoras,Acanthodoras cataphractus,11.5,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,3.335492664610271
47598,Acanthodoras,Acanthodoras depressus,8.10000038146973,46243.1966134866,10.0,Elongated,demersal,1,0,0,8.164507335389729,0.06450695391999872
12103,Acanthodoras,Acanthodoras spinosissimus,13.6999998092651,46243.1966134866,10.0,elongated,demersal,1,0,0,8.164507335389729,5.535492473875371
54894,Acanthodraco,Acanthodraco dewitti,28.1334592486221,46243.1966134866,21.99,elongated,bathydemersal,0,0,1,31.530551999340737,3.397092750718638
55978,Acanthogobio,Acanthogobio guentheri,20.0,101.0,14.4,elongated,benthopelagic,1,0,0,12.93651993972998,7.06348006027002
67583,Acanthogobius,Acanthogobius elongatus,28.1334592486221,46243.1966134866,17.68,Elongated,pelagic-neritic,0,0,1,23.410586470981627,4.722872777640472
3832,Acanthogobius,Acanthogobius flavimanus,30.0,46243.1966134866,33.04,elongated,demersal,1,1,1,61.95274353392584,31.95274353392584
13045,Acanthogobius,Acanthogobius hasta,50.0,400.0,40.0,elongated,demersal,1,1,1,71.57054526888018,21.57054526888018
67376,Acanthogobius,Acanthogobius insularis,28.1334592486221,46243.1966134866,17.68,Elongated,pelagic-neritic,0,0,1,23.410586470981627,4.722872777640472
23696,Acanthogobius,Acanthogobius lactipes,9.39999961853027,46243.1966134866,10.0,elongated,demersal,1,1,1,18.545781637546717,9.145782019016448
55485,Acanthogobius,Acanthogobius luridus,6.0,46243.1966134866,10.0,elongated,demersal,1,1,1,18.545781637546717,12.545781637546717
22525,Acanthogobius,Acanthogobius ommaturus,43.0,298.0,33.0,elongated,demersal,1,1,0,56.93816175872682,13.938161758726821
69021,Acanthogobius,Acanthogobius stigmothonus,28.1334592486221,46243.1966134866,17.68,elongated,demersal,0,0,1,23.410586470981627,4.722872777640472
7633,Acantholabrus,Acantholabrus palloni,25.0,46243.1966134866,15.0,fusiform / normal,reef-associated,0,0,1,18.36151277817364,6.6384872218263595
51500,Acantholiparis,Acantholiparis caecus,3.90000009536743,46243.1966134866,10.0,Elongated,bathypelagic,0,0,1,8.941599172188589,5.041599076821159
